query,region,correct,wrong,F1_correct,F1_wrong,IoU_correct,IoU_wrong,building_prob_correct,building_prob_wrong,building_recall_correct,building_recall_wrong,F1_wrong_minus_correct,mean_wrong_minus_correct,mean_absolute_probability_difference,foreground_ratio_difference@0.5,spatial_binary_disagreement@0.5
Q-outskirts-1-2m,outskirts,P3-2m,W-vegetation-2m,0.0,0.0,0.0,0.0,0.010151646099984646,0.04064125195145607,0.0,0.0,0.0,0.3129029870033264,0.3203488886356354,0.3389396667480469,0.3389396667480469
Q-outskirts-1-2m,outskirts,P3-2m,W-field-2m,0.0,0.0,0.0,0.0,0.010151646099984646,0.023326406255364418,0.0,0.0,0.0,0.24273225665092468,0.2497943788766861,0.18353271484375,0.18353271484375
Q-outskirts-1-3m,outskirts,P1-3m,W-vegetation-3m,0.1471403376165281,0.0,0.07941256459069894,0.0,0.45599597692489624,0.015382112935185432,0.5714285714285714,0.0,-0.1471403376165281,-0.02473418414592743,0.0403396338224411,-0.013191273465246067,0.013191273465246067
Q-outskirts-1-3m,outskirts,P1-3m,W-field-3m,0.1471403376165281,0.0,0.07941256459069894,0.0,0.45599597692489624,0.0228715892881155,0.5714285714285714,0.0,-0.1471403376165281,0.15153899788856506,0.18835529685020447,0.059108959613645984,0.08549150654413812
Q-outskirts-1-3m,outskirts,P2-3m,W-vegetation-3m,0.0,0.0,0.0,0.0,0.0027783135883510113,0.015382112935185432,0.0,0.0,0.0,0.022118760272860527,0.022119024768471718,0.0,0.0
Q-outskirts-1-3m,outskirts,P2-3m,W-field-3m,0.0,0.0,0.0,0.0,0.0027783135883510113,0.0228715892881155,0.0,0.0,0.0,0.19839194416999817,0.19839194416999817,0.07230023307889205,0.07230023307889205
Q-outskirts-1-3m,outskirts,P3-3m,W-vegetation-3m,0.0,0.0,0.0,0.0,0.0004615169018507004,0.015382112935185432,0.0,0.0,0.0,0.021466830745339394,0.02147248014807701,0.0,0.0
Q-outskirts-1-3m,outskirts,P3-3m,W-field-3m,0.0,0.0,0.0,0.0,0.0004615169018507004,0.0228715892881155,0.0,0.0,0.0,0.19774001836776733,0.19774001836776733,0.07230023307889205,0.07230023307889205
Q-outskirts-1-4m,outskirts,P1-4m,W-vegetation-4m,0.0,0.0,0.0,0.0,0.1282481700181961,0.007772250100970268,0.0,0.0,0.0,-0.007987543009221554,0.03184672072529793,-0.01111653670669739,0.01111653670669739
Q-outskirts-1-4m,outskirts,P1-4m,W-field-4m,0.0,0.0,0.0,0.0,0.1282481700181961,0.007135115098208189,0.0,0.0,0.0,0.03867986798286438,0.07921142131090164,-0.01102879465307555,0.01120427876031923
